Nombre y Apellido,Educación,Tipo de cuenta bancaria,Situación Laboral,Inicio de cuenta,Cantidad ahorrado,Créditos
Marcial Escalona Ferrera,Incompleto,Corriente,Cesante,2023-12-08,5235236.521765546,3
Brígida Perelló,Incompleto,Vista,Dependiente,2022-05-06,12715194.371144146,4
Isidora de Alvarez,Medio,Corriente,Independiente,2023-12-31,12676111.219990132,3
Prudencia Pont Uribe,Incompleto,Ahorro,Cesante,2022-07-04,3647138.8209106317,4
Elpidio Arenas Juan,Medio,Ahorro,Cesante,2024-03-19,12499020.218824903,4
María Pilar Juárez Martin,Incompleto,Corriente,Independiente,2021-08-01,14689664.668035522,4
Felisa de Gonzalo,Incompleto,Corriente,Independiente,2023-11-09,12614756.92567086,2
Olegario Cerdá Borja,Universitario,Vista,Dependiente,2020-03-12,13439263.350681685,2
Soledad Alvarez Gimeno,Universitario,Ahorro,Cesante,2021-07-21,14551387.108162979,4
Filomena Alegria-Oller,Medio,Vista,Cesante,2021-04-11,5101439.201672077,4
Arsenio Gil-Ugarte,Medio,Vista,Cesante,2020-11-22,664967.3711556586,4
Eliana Carbó Sans,Universitario,Ahorro,Independiente,2020-05-19,1264714.3470162437,3
Anabel Rodríguez Cabrera,Medio,Ahorro,Independiente,2024-10-31,1352883.1618148657,3
Luciano Llanos Navas,Universitario,Corriente,Cesante,2024-03-05,1046069.9010298724,3
Leocadia Santamaria-Jaén,Universitario,Corriente,Independiente,2022-05-19,4387938.553550971,1
María Dolores Guardiola-Pedrosa,Universitario,Vista,Dependiente,2022-08-13,1303723.611556824,4
Susana Selena Garcia Doménech,Universitario,Vista,Cesante,2022-10-10,205793.96931191706,2
Domingo Heredia Tello,Universitario,Ahorro,Dependiente,2020-12-26,7664957.986927326,2
Teobaldo Jacinto Gelabert Pareja,Incompleto,Ahorro,Cesante,2021-09-30,3959955.4858033448,1
Dionisia de Valls,Incompleto,Corriente,Independiente,2024-10-31,505479.1759114724,1
Tecla Verdú Madrigal,Medio,Corriente,Dependiente,2024-04-01,3593685.010917763,2
Feliciano Marcio Aroca Durán,Medio,Ahorro,Independiente,2022-01-10,2337473.1718600993,4
Ezequiel Nicolás-Piña,Universitario,Corriente,Independiente,2020-08-06,10636759.977977734,3
Haydée Alegria Abascal,Universitario,Corriente,Dependiente,2024-11-21,6922077.619693938,1
Lidia Marisela Dueñas Camacho,Incompleto,Corriente,Independiente,2021-03-13,11604269.21621076,1
Benigna Vazquez Larrañaga,Incompleto,Ahorro,Cesante,2022-06-04,11103000.311235804,1
Cosme Severiano Amat Zurita,Medio,Ahorro,Independiente,2024-03-30,8454007.17972841,3
Xavier Vera Patiño,Universitario,Corriente,Cesante,2024-07-12,4409311.165743046,1
Blas Cervantes-Pla,Universitario,Ahorro,Dependiente,2022-04-10,13725165.15734839,3
Ester Cuéllar,Medio,Ahorro,Dependiente,2021-03-09,12155289.034643149,1
Sabina Andres Roig,Medio,Vista,Cesante,2020-02-05,10388478.124348558,3
Matías Mendez,Universitario,Ahorro,Cesante,2020-03-29,4347767.166876799,4
Lucía Barón Peiró,Medio,Corriente,Dependiente,2021-03-08,973025.4419237456,1
Donato Borrás Ibáñez,Incompleto,Ahorro,Independiente,2020-02-12,8321072.836012297,3
Horacio Plaza,Universitario,Vista,Cesante,2023-04-16,6551442.121867943,1
Olivia Tapia Salvà,Medio,Corriente,Independiente,2024-05-05,713383.9260910818,4
Socorro Riba Barberá,Incompleto,Corriente,Independiente,2023-02-22,6565592.89595514,3
Carmela Bellido Anglada,Universitario,Vista,Cesante,2023-12-31,14553231.014378734,2
Dulce Huguet Querol,Incompleto,Vista,Dependiente,2021-02-10,10345593.505294936,4
Ruth Llano Moliner,Incompleto,Vista,Dependiente,2022-04-16,13037105.468375755,2
Eduardo Ricardo Pinto Linares,Medio,Corriente,Cesante,2021-08-06,9429175.228399193,3
José Vanesa Amor Benet,Incompleto,Vista,Dependiente,2021-12-13,10650319.249358606,2
Casemiro Segura Codina,Universitario,Ahorro,Dependiente,2021-06-27,3989855.9639075687,1
Delia Frutos-Gutierrez,Universitario,Corriente,Independiente,2020-07-01,5116241.710376669,1
Paulino Ros Estevez,Incompleto,Corriente,Cesante,2022-05-13,4958876.796719571,2
Maximino Doménech-Porras,Universitario,Corriente,Independiente,2020-12-30,8333191.391532631,3
Epifanio Pánfilo Lucena Sancho,Medio,Vista,Cesante,2020-05-12,14090448.457180323,2
Tito Linares Perales,Incompleto,Corriente,Dependiente,2020-12-14,1954736.679577924,2
David Soler Oliver,Universitario,Ahorro,Dependiente,2020-12-03,9183098.77229026,1
Georgina Dora Querol Borja,Incompleto,Corriente,Independiente,2023-07-15,3190548.3862612927,3
Leocadio Casals Núñez,Incompleto,Ahorro,Independiente,2020-02-05,5820560.279569746,1
Eugenio del Santiago,Medio,Ahorro,Cesante,2020-08-02,10432468.68391463,4
Rafael Montalbán Ferrández,Medio,Ahorro,Dependiente,2023-06-13,5036085.195208727,3
Pastora de Juárez,Medio,Vista,Dependiente,2023-01-27,11779344.042255867,4
Marisa Marín Salmerón,Medio,Corriente,Cesante,2021-08-22,8747739.056886766,1
Isaac Olivares Vizcaíno,Medio,Vista,Cesante,2024-02-06,6084856.924635407,4
Cristina Feliu-Quesada,Universitario,Vista,Independiente,2020-04-19,6309450.191296393,3
Toribio Amo Prats,Medio,Ahorro,Independiente,2020-04-13,7899181.462282719,2
Saturnino Durán-Bastida,Incompleto,Ahorro,Dependiente,2021-04-10,10987869.75774145,2
Eutropio Botella-Valentín,Universitario,Ahorro,Cesante,2024-11-02,11540181.999596896,3
Esther Méndez Escobar,Universitario,Vista,Independiente,2021-07-08,300318.5926833701,1
Américo Virgilio Huertas Angulo,Universitario,Ahorro,Independiente,2020-07-31,5312190.119195964,2
Elodia Sacristán Millán,Medio,Vista,Independiente,2024-05-04,661000.9445906678,1
Vito del Carbó,Incompleto,Corriente,Dependiente,2019-12-28,4046177.594518039,1
Luna Corral Suárez,Incompleto,Vista,Cesante,2023-07-10,12446315.074572377,1
Fidel Colom Pinedo,Universitario,Corriente,Cesante,2022-11-29,14936743.66037371,3
Teobaldo Manrique Alfaro,Incompleto,Corriente,Dependiente,2022-10-13,6853521.383770464,4
Pascuala Gonzalez,Universitario,Ahorro,Cesante,2019-12-28,11304679.351118553,1
Anastasia Caparrós Conesa,Universitario,Vista,Cesante,2022-12-10,1695472.2012087426,1
José Manuel Exposito Tormo,Incompleto,Corriente,Dependiente,2020-07-04,263397.60732490727,1
Martin del Bello,Universitario,Ahorro,Dependiente,2020-06-19,8231674.518309258,3
Obdulia Nicolau Iñiguez,Medio,Ahorro,Cesante,2023-09-02,4909864.475559197,1
Emilia Pavón-Arcos,Medio,Vista,Independiente,2024-04-23,5170926.607223692,4
Kike Feliu Acevedo,Universitario,Vista,Dependiente,2024-06-26,14407389.487853283,2
María Belén Casado Tolosa,Universitario,Vista,Independiente,2020-12-07,12047027.10129707,4
Jose Luis Corral Daza,Incompleto,Corriente,Cesante,2022-03-28,9251500.227875272,2
Toni Godoy-Casals,Universitario,Corriente,Dependiente,2023-07-12,6565384.254836326,4
Ruth Lastra Belda,Medio,Vista,Dependiente,2022-12-02,8659616.435796034,2
Darío Fonseca,Universitario,Vista,Cesante,2020-04-28,8989704.893214397,3
Cecilio Cerezo Santos,Medio,Ahorro,Cesante,2022-08-21,10280155.40453651,2
Débora Chus Hierro Ferrández,Universitario,Ahorro,Cesante,2023-06-10,7334761.965191744,1
Charo del Nogueira,Incompleto,Vista,Independiente,2020-01-08,9391033.291649746,1
Beatriz Montserrat Rosell,Medio,Ahorro,Cesante,2023-05-24,4602319.389868329,1
Encarnacion Garmendia Fernández,Medio,Corriente,Dependiente,2020-01-24,8548710.096277384,3
Aránzazu Serra-Mayol,Universitario,Vista,Dependiente,2021-01-16,10438714.842928058,3
Bibiana Fanny Gallo Arrieta,Universitario,Corriente,Dependiente,2019-11-25,6938437.219023054,3
Maura Vilaplana,Universitario,Ahorro,Cesante,2020-01-16,8460106.493186606,3
Flor Iñiguez Prado,Incompleto,Ahorro,Dependiente,2020-02-04,13868377.416114358,2
Esmeralda Correa Macías,Medio,Ahorro,Independiente,2023-12-22,6410968.740678291,2
Rosalinda del Tolosa,Medio,Vista,Independiente,2020-11-11,11391559.538023418,4
Poncio Reig Aguirre,Medio,Corriente,Cesante,2021-05-06,13929849.576858465,3
Rufino Valencia Espinosa,Medio,Corriente,Dependiente,2020-12-19,11786945.024251457,3
Aristides David Bayona Ríos,Medio,Ahorro,Cesante,2022-03-07,9275939.724051643,2
Gregorio del Piñol,Universitario,Vista,Independiente,2022-04-05,12214327.470077524,3
Rosalva Garmendia Cobos,Universitario,Ahorro,Dependiente,2023-05-12,12687588.182890056,1
Luis Ariza Cadenas,Universitario,Corriente,Cesante,2022-01-08,2383914.035122804,4
Rafael Barroso Mur,Incompleto,Vista,Dependiente,2022-03-14,917201.7466017652,3
Fabricio Garriga Gimenez,Incompleto,Ahorro,Dependiente,2024-09-19,2336288.805573928,4
Tiburcio Reina Talavera,Universitario,Vista,Independiente,2021-09-21,5071709.361783955,3
Salud Viñas Arenas,Universitario,Vista,Dependiente,2020-11-10,4573380.669173781,1
Cipriano Agudo Bonet,Medio,Vista,Independiente,2020-11-11,66627.91193587425,3
Oriana de Figuerola,Incompleto,Ahorro,Cesante,2021-02-18,14391848.185890155,1
Jorge Ángel Herrera,Medio,Ahorro,Cesante,2023-07-14,2037038.0320876264,2
Custodio Carretero Rosell,Medio,Corriente,Independiente,2023-08-10,553970.496427767,1
Bienvenida Pablo-Nicolás,Universitario,Ahorro,Independiente,2021-03-30,269283.2063237094,2
Olga Blázquez,Medio,Corriente,Independiente,2020-09-17,13910532.853051933,2
Ezequiel Moles Cortina,Universitario,Vista,Dependiente,2020-01-17,8895147.32929839,1
Manu Pol,Incompleto,Vista,Cesante,2022-08-26,13042186.736072585,2
Rodrigo Ramirez Sáenz,Medio,Corriente,Independiente,2023-05-13,12073630.049656559,4
Noelia Niño Andrade,Universitario,Ahorro,Cesante,2023-11-18,1839260.696759742,2
Fernando Domingo Márquez,Universitario,Corriente,Cesante,2023-09-15,8142786.740618428,2
Antonio Calzada Rey,Incompleto,Vista,Dependiente,2021-07-04,6584171.652943402,1
Andrés Felipe Llopis,Incompleto,Ahorro,Dependiente,2023-01-12,14119815.157659778,3
Armida Díaz Gaya,Universitario,Corriente,Cesante,2022-02-22,1222318.8050435663,3
Jesús Roca Roldán,Medio,Ahorro,Cesante,2021-02-20,13653052.61800573,4
Verónica Carrión Vallés,Incompleto,Vista,Dependiente,2024-03-26,11108464.407254143,3
Alma Merino Tapia,Incompleto,Ahorro,Dependiente,2021-05-05,1992196.896287926,4
Eutimio del Espinosa,Medio,Ahorro,Dependiente,2022-01-17,6643086.966677154,3
Rogelio Vallés Villegas,Incompleto,Vista,Independiente,2021-08-25,5284598.225612921,4
Melisa Arnaiz,Incompleto,Ahorro,Dependiente,2021-12-20,7602193.366451406,3
Dani Bermejo León,Universitario,Corriente,Independiente,2022-02-04,6794742.231895297,1
Julie del Vazquez,Medio,Ahorro,Cesante,2021-06-05,885393.5908072751,3
Nerea Jessica Blanch Dueñas,Medio,Corriente,Independiente,2023-07-02,8805525.569904124,3
Amando Cardona Alemany,Incompleto,Vista,Cesante,2021-12-09,6351372.450212562,2
Feliciana Andreu Peñalver,Incompleto,Ahorro,Cesante,2020-04-13,3544089.1059087194,4
Rogelio Villa Checa,Medio,Corriente,Dependiente,2020-12-18,7357639.177461313,2
Anselmo Arenas Bayo,Incompleto,Vista,Dependiente,2020-12-18,6085751.137436617,3
Félix Barrera Plaza,Medio,Ahorro,Independiente,2021-07-10,14827948.13164411,1
Alcides Leiva-Bernad,Medio,Vista,Dependiente,2023-09-20,4328212.807413004,3
Octavio de Talavera,Universitario,Vista,Cesante,2023-12-26,12954721.727154538,2
Nieves del Borja,Incompleto,Ahorro,Independiente,2024-03-17,5002254.831830744,4
Octavia Font Gutiérrez,Medio,Corriente,Dependiente,2023-03-20,5703546.466696169,2
Yago del Goñi,Incompleto,Corriente,Dependiente,2021-10-19,12355729.237759065,2
Abilio Fernandez Castellanos,Universitario,Vista,Cesante,2024-01-20,8193677.087851959,1
Emigdio Fabra Parra,Medio,Ahorro,Cesante,2021-12-05,11032866.495264161,1
Bernardita Peñalver Merino,Incompleto,Vista,Cesante,2022-05-14,9517955.502934175,3
Mercedes Ramón Samper,Medio,Ahorro,Cesante,2020-08-24,1295201.978527169,1
Irma Zamorano Benito,Universitario,Vista,Independiente,2022-10-21,4493876.990103482,4
Ruperta Bermejo Catalán,Incompleto,Vista,Dependiente,2021-02-03,13510272.328737311,2
Teresita Camps Esteve,Universitario,Ahorro,Cesante,2024-05-07,2276327.2783306204,2
Lola Carreras-Pulido,Medio,Corriente,Dependiente,2023-04-24,7391565.543867788,4
Félix del Garzón,Medio,Ahorro,Cesante,2021-03-30,4631583.781535622,2
Poncio Martin Ibáñez,Universitario,Ahorro,Cesante,2024-07-14,9746359.33481354,2
Isaac Macias Amo,Universitario,Vista,Cesante,2023-01-08,26727.33410492456,3
Tania Burgos Perea,Incompleto,Vista,Dependiente,2023-07-14,7984544.064317082,3
Gala Rodríguez,Medio,Corriente,Independiente,2020-10-24,7356712.5172895985,1
Agustina Perea-Rosales,Incompleto,Corriente,Dependiente,2023-06-15,414793.9600746547,2
Néstor Carbonell Sotelo,Universitario,Vista,Cesante,2022-05-25,10351523.466920044,1
Lidia Rebollo,Medio,Corriente,Dependiente,2022-11-17,8050111.766473045,4
Graciana Sola Jerez,Medio,Vista,Dependiente,2024-05-11,4709417.483320358,3
Florentino Marí,Universitario,Vista,Dependiente,2024-03-02,4037926.869573009,2
Morena del Rius,Medio,Ahorro,Independiente,2023-03-13,5175983.080073854,2
Florentina Frutos-Gámez,Medio,Ahorro,Dependiente,2021-04-10,7415963.125194998,1
Julio Solé Vallés,Incompleto,Ahorro,Independiente,2022-12-25,162880.83187495416,2
Sosimo Quirós,Medio,Vista,Cesante,2023-10-08,10319322.987288354,3
Regina Cerdá Arellano,Medio,Corriente,Cesante,2022-11-19,2027102.621573975,4
Rita Luque Acosta,Incompleto,Ahorro,Independiente,2024-11-23,4944979.502395205,4
Vito Barceló Iglesia,Universitario,Ahorro,Cesante,2024-02-06,1016599.9239814439,1
Mateo Téllez Huertas,Incompleto,Corriente,Cesante,2020-05-06,6662163.386828332,4
Nazaret Juan Pablo Villalonga Francisco,Universitario,Corriente,Dependiente,2020-12-06,7200866.754924941,1
José Antonio Tadeo Gargallo Luque,Medio,Vista,Dependiente,2023-11-05,14279044.259160528,3
Nicolás Álvarez,Incompleto,Ahorro,Dependiente,2021-10-26,9044296.594446294,4
Begoña de Salgado,Medio,Corriente,Cesante,2020-02-17,8285359.402699358,3
Emilia Cáceres Aramburu,Incompleto,Corriente,Dependiente,2023-04-20,6205912.433035155,4
Marciano Galiano Machado,Medio,Ahorro,Cesante,2021-10-16,6449715.737192322,1
Custodio Sánchez Jiménez,Universitario,Corriente,Dependiente,2020-11-07,14116348.512756903,2
Carmelita Alemany-Olivera,Universitario,Ahorro,Independiente,2023-07-17,2884738.332378926,3
Telmo de Heras,Medio,Corriente,Dependiente,2020-01-30,8855593.536505148,4
Cornelio Rodrigo Flor,Medio,Vista,Cesante,2020-11-21,4727528.591727545,3
Máxima Arce Lucena,Universitario,Corriente,Independiente,2024-01-07,14431219.46359879,3
Rafaela Abad Antón,Medio,Vista,Dependiente,2023-06-05,11871122.724140529,2
Lilia Valencia Berrocal,Universitario,Ahorro,Dependiente,2024-03-18,11557055.294386694,3
Geraldo de Cruz,Incompleto,Vista,Cesante,2021-03-08,1905301.3990107425,4
Vera Rocha Juliá,Incompleto,Vista,Independiente,2022-04-10,10302810.792014783,1
María Belén Enríquez Lerma,Medio,Corriente,Dependiente,2023-08-17,984141.8454728524,2
Yéssica Grau-Bonilla,Incompleto,Corriente,Dependiente,2023-09-18,5090774.376605736,1
Jose Ramón del Milla,Universitario,Corriente,Independiente,2023-05-05,11200287.316631217,2
Noemí Garmendia-Salamanca,Medio,Ahorro,Dependiente,2023-04-07,4838364.067137077,2
Nazaret Vicens Simó,Medio,Corriente,Cesante,2020-07-08,1348562.7918575215,2
Loreto del Torrent,Medio,Corriente,Independiente,2020-09-10,8138304.016637432,4
Vasco Ayllón,Universitario,Vista,Dependiente,2020-02-07,7473129.865651883,4
Aitor Rovira Figueras,Universitario,Vista,Independiente,2023-03-29,6528991.52441349,4
Candelas Ramírez Pujadas,Universitario,Ahorro,Dependiente,2020-09-14,13053108.122629656,4
Marciano Tello-Esparza,Universitario,Vista,Independiente,2019-12-07,10775705.55755944,1
Eulalia Ruano Mendizábal,Universitario,Corriente,Independiente,2021-08-23,13182060.573448824,4
Baldomero Pereira Cabrera,Universitario,Corriente,Independiente,2021-12-24,8991702.973731438,1
Artemio Izquierdo Ramírez,Incompleto,Ahorro,Cesante,2021-12-03,8582338.529253751,4
Hernando Ariño Reguera,Incompleto,Vista,Independiente,2020-03-09,4204723.09810445,4
Amanda Cuevas-Carbajo,Universitario,Vista,Dependiente,2024-06-27,2216111.18774315,1
Isidro del Villa,Incompleto,Ahorro,Dependiente,2022-04-09,5576934.021473993,1
Severino Rovira Cánovas,Universitario,Vista,Independiente,2024-07-24,12620737.38633428,1
Eric Bou Ángel,Medio,Vista,Dependiente,2023-11-04,8284740.609228446,2
Armando Carreras Morante,Medio,Vista,Cesante,2021-04-17,1781318.130570887,2
Nicolás Varela Antón,Medio,Ahorro,Cesante,2023-11-06,4013701.53876847,1
Teresita Nicolau Reig,Universitario,Ahorro,Dependiente,2022-01-24,3047236.8632128974,1
Verónica Pont-Company,Incompleto,Corriente,Dependiente,2020-12-11,14746899.655813891,4
Rosalina de Artigas,Incompleto,Vista,Independiente,2022-12-01,8893377.441258261,1
Galo Catalán,Incompleto,Vista,Cesante,2023-04-02,337478.17542057246,1
Dimas Palomares Lastra,Medio,Ahorro,Independiente,2023-12-06,2422197.6834230507,4
Fortunato Torrens Bertrán,Medio,Corriente,Dependiente,2024-11-21,10929058.561190862,3
Luisina Hidalgo-Rios,Incompleto,Corriente,Dependiente,2020-11-08,2454790.28290419,4
Flavio Mata Valbuena,Universitario,Ahorro,Independiente,2020-07-07,9709351.047407452,3
Norberto Sacristán Sáez,Medio,Vista,Independiente,2020-06-09,137444.57015787525,1
Eladio Feliu Larrañaga,Medio,Vista,Cesante,2022-04-30,9325165.02714528,4
Salomé Peiró Salgado,Incompleto,Ahorro,Cesante,2024-04-19,14008830.077153405,4
Prudencio Llano Gámez,Universitario,Ahorro,Independiente,2020-11-01,275141.1814611898,2
Joaquín Ferrández Morell,Incompleto,Vista,Independiente,2020-06-26,6187511.140212667,4
Roberto Martín Cerdá,Incompleto,Corriente,Cesante,2020-09-24,10471170.805039892,4
Anita Montes Rius,Universitario,Vista,Dependiente,2022-12-08,10553790.83870624,3
Duilio Blasco Pareja,Medio,Vista,Independiente,2022-10-06,12507989.387510205,4
Morena Valero Robles,Medio,Corriente,Dependiente,2024-09-23,11475582.194519062,3
Encarnación Valenciano Sales,Medio,Corriente,Independiente,2024-03-22,6278298.117919102,2
Lina Marcos Palacio,Universitario,Corriente,Cesante,2024-03-27,14688879.355936674,3
Tere Borrego,Medio,Ahorro,Dependiente,2020-06-06,197989.52040648853,3
Eugenio Rosell Peñas,Universitario,Vista,Cesante,2020-09-11,11192438.72346492,1
Aurelio Lozano-Barrera,Universitario,Corriente,Cesante,2023-01-07,7369378.326972189,3
Jesusa Salom Gil,Incompleto,Corriente,Dependiente,2023-09-22,11714587.916674446,1
Efraín Camps-Cal,Medio,Ahorro,Dependiente,2020-11-13,3081054.706050733,1
Azahara Salinas Alonso,Incompleto,Vista,Dependiente,2023-10-29,4290248.247626548,1
Aura Cortes Canals,Universitario,Vista,Dependiente,2022-09-19,3964282.4907999136,3
Ruperto Piña,Incompleto,Vista,Cesante,2023-01-15,12794314.762976168,2
Carmina Acevedo,Medio,Corriente,Dependiente,2022-07-15,891203.1244408907,4
Emperatriz del Andrés,Incompleto,Vista,Cesante,2023-01-30,2259418.534201702,2
Gabriela Barreda Alegre,Medio,Vista,Cesante,2022-07-02,2057248.530504115,1
Nidia Llanos,Medio,Ahorro,Cesante,2023-12-31,5244761.2339937305,1
Delfina Andrade Jerez,Universitario,Corriente,Independiente,2020-06-03,3112874.644776642,1
Salomé Belda,Universitario,Corriente,Dependiente,2022-08-28,10301621.652206441,1
Andrea Castellanos Requena,Universitario,Corriente,Dependiente,2020-02-09,724703.849081893,4
Tomás Lloret Marqués,Incompleto,Ahorro,Independiente,2020-03-14,1425582.2021694358,1
Zaira Granados Mena,Universitario,Vista,Cesante,2021-08-01,12796912.16262631,1
Clara Buendía Ojeda,Universitario,Corriente,Dependiente,2023-07-18,5361593.611953132,1
Dimas Villalobos Cazorla,Universitario,Vista,Cesante,2023-04-03,8255920.343776611,4
Octavia de Acosta,Universitario,Corriente,Dependiente,2023-09-27,132647.32887249885,4
Azahara Zoraida Báez Arias,Incompleto,Vista,Dependiente,2023-04-03,7393022.426850799,4
Carolina Robledo Salmerón,Incompleto,Corriente,Cesante,2021-03-28,2541962.554611405,3
Lino Soriano Franch,Universitario,Vista,Independiente,2023-04-24,9354956.220063258,1
Cruz Anastasia Barroso Campo,Incompleto,Corriente,Dependiente,2024-04-06,11833085.360187503,2
Lorenzo de Gálvez,Universitario,Vista,Dependiente,2024-04-11,4973474.751916926,1
Eutropio Iriarte,Incompleto,Corriente,Cesante,2024-09-24,717714.3400535835,1
Felicia Lopez Cámara,Incompleto,Vista,Dependiente,2020-10-29,12309252.674071884,3
Amaro del Rivero,Universitario,Ahorro,Cesante,2021-08-22,4992455.690808578,2
Carla del Cabo,Universitario,Corriente,Cesante,2024-04-07,6966787.351324718,2
Concha Ballester Carreño,Incompleto,Corriente,Independiente,2023-02-09,7624202.197595689,1
Florencia Segarra-Caparrós,Universitario,Vista,Cesante,2022-06-09,9713467.504561689,3
Lupe Valentín Mascaró,Universitario,Ahorro,Cesante,2020-01-23,12647383.5382495,4
Jose Angel Esparza Vélez,Incompleto,Vista,Dependiente,2021-04-18,9138918.210027523,3
Cayetana Albero-Rivero,Universitario,Vista,Dependiente,2024-01-13,2288059.813170741,4
Humberto de Amador,Incompleto,Ahorro,Dependiente,2022-02-27,9828097.867045553,3
Lorena de Teruel,Universitario,Ahorro,Dependiente,2021-03-04,9886598.356687289,4
Itziar Sala Arellano,Universitario,Corriente,Dependiente,2021-02-08,9367092.01360888,3
Calista Carmona Sales,Incompleto,Ahorro,Cesante,2020-03-24,12590428.463494366,1
Lina Ramírez Uribe,Medio,Vista,Independiente,2023-04-22,13598212.645136561,2
Sergio Erasmo Revilla Rojas,Universitario,Ahorro,Cesante,2020-10-21,10800783.306048479,2
Emma Azcona Moll,Universitario,Corriente,Independiente,2020-01-27,10335566.755148435,3
Octavio Acedo Rodríguez,Incompleto,Ahorro,Cesante,2023-06-25,3092918.701466179,4
Nélida Villalonga Carro,Incompleto,Corriente,Independiente,2020-09-23,14611832.51594893,2
Macarena Soriano Viñas,Universitario,Vista,Independiente,2023-08-04,9610396.618679827,2
Feliciano Cazorla Ojeda,Universitario,Corriente,Cesante,2022-05-07,9209274.057054963,1
Miriam de Mendoza,Incompleto,Ahorro,Independiente,2024-11-11,11524047.788500087,1
Domingo Yuste Amores,Universitario,Corriente,Dependiente,2021-05-13,12568913.667715734,3
Ruben Castell Manzanares,Medio,Ahorro,Independiente,2022-02-03,6301435.063994571,3
Bernardo Barrera Campoy,Incompleto,Corriente,Cesante,2020-11-28,13552323.547950702,4
Loida Alonso Aguirre,Incompleto,Ahorro,Cesante,2020-03-20,1782950.7053693545,3
Teodosio Pepe Aguilar Uriarte,Universitario,Ahorro,Independiente,2022-12-15,13188975.708905075,1
Irma Roig Almagro,Medio,Ahorro,Dependiente,2022-11-12,14344683.814810395,2
Agustina Amat,Incompleto,Vista,Cesante,2023-03-07,4782243.6760798255,4
Pastora del Robles,Incompleto,Ahorro,Dependiente,2020-11-26,9277432.11683174,4
Eva Agustí Abad,Incompleto,Corriente,Cesante,2022-05-25,2719681.069194415,2
Rafa Sanz Pol,Incompleto,Vista,Cesante,2024-01-28,4668215.144725807,4
Teodoro Haroldo Oller Zaragoza,Medio,Corriente,Cesante,2024-04-25,9900373.387363257,3
Albert del Ruiz,Universitario,Vista,Cesante,2022-10-03,5670240.447483166,1
Nicodemo Cifuentes Company,Incompleto,Corriente,Independiente,2023-07-03,14517127.377498921,1
Luna Macias Villalonga,Incompleto,Vista,Independiente,2023-05-31,3708942.132983098,2
Judith Solís Talavera,Universitario,Corriente,Independiente,2021-02-07,9131131.048026022,3
Paco Núñez Pi,Universitario,Corriente,Dependiente,2021-01-11,13313147.483652283,2
Encarnita Corominas-Acero,Incompleto,Corriente,Independiente,2020-01-04,6371085.80294289,1
Iván Céspedes Lerma,Medio,Vista,Cesante,2024-08-11,8582634.097034443,4
Jose Carlos Martinez Gomila,Universitario,Corriente,Independiente,2020-07-30,13795495.278528437,4
Mónica Dominguez Egea,Medio,Corriente,Dependiente,2021-06-12,4933569.374468909,2
Albert Bermúdez Mayo,Incompleto,Vista,Cesante,2022-10-21,11817612.498491514,3
Charo Sáenz Estrada,Incompleto,Vista,Cesante,2022-08-27,10135873.029287824,4
Marcos Jose Carlos Silva Borja,Universitario,Corriente,Cesante,2021-04-04,4394482.891420134,1
Leoncio del Alcalá,Medio,Vista,Independiente,2021-08-05,2397046.2834953903,3
Marina Luque Boix,Universitario,Vista,Dependiente,2021-04-17,4107804.0402312153,4
Montserrat de Suárez,Incompleto,Corriente,Cesante,2023-06-22,9943520.738871126,1
Celia Gonzalez,Universitario,Ahorro,Cesante,2020-05-21,8440108.91211599,1
Amelia Maricela Gutierrez Pinilla,Medio,Vista,Dependiente,2020-11-27,13914982.460935488,2
Fortunata Cerro Bolaños,Incompleto,Ahorro,Dependiente,2021-11-17,4554474.583680667,2
Heraclio Hermenegildo Pedraza Collado,Universitario,Corriente,Cesante,2021-05-18,7546500.581183496,2
Abraham del Larrañaga,Incompleto,Ahorro,Cesante,2021-05-18,6975434.758891662,2
Francisco Jose Guitart Calleja,Universitario,Corriente,Dependiente,2022-07-01,8427786.899419133,1
Juan Pablo Pedrosa Menendez,Incompleto,Corriente,Dependiente,2023-11-09,4334714.700107352,1
Graciela Fuertes Ochoa,Incompleto,Vista,Independiente,2020-01-24,6069194.8145429855,1
Agapito Frías Casanovas,Medio,Ahorro,Dependiente,2021-02-14,9779811.213457353,1
Ainoa Mate Aguiló,Universitario,Vista,Independiente,2023-11-25,14937774.2754576,1
León Solera-Roig,Universitario,Corriente,Dependiente,2020-10-27,10420413.734026209,2
Sabina Gras Taboada,Universitario,Ahorro,Independiente,2023-08-19,8794441.72659276,1
Nieves Cerro Benavent,Incompleto,Corriente,Independiente,2022-10-12,8396342.351414505,3
Palmira Vives Tolosa,Medio,Corriente,Dependiente,2020-02-12,9418575.850161681,3
Isidoro del Sierra,Universitario,Ahorro,Cesante,2023-06-21,7690549.3719209535,3
Casemiro Sans Jimenez,Incompleto,Vista,Cesante,2020-10-26,14993775.881325321,3
Cándida Peña Puente,Medio,Ahorro,Cesante,2024-03-08,10275239.007513838,1
Aristides Rojas,Medio,Vista,Cesante,2021-12-04,12769599.440278318,3
José María Anaya Escamilla,Medio,Corriente,Cesante,2023-05-20,12185654.60719646,1
Angélica Ortuño Chamorro,Medio,Corriente,Cesante,2020-06-02,5374444.976297966,3
Rosalinda Mármol-Tur,Incompleto,Ahorro,Independiente,2022-05-15,13147698.641764935,4
Bárbara Garmendia Mora,Universitario,Corriente,Dependiente,2022-06-19,10065437.666360885,3
